date,product,units_sold,price,stock_level
2026-01-30,Laptop Backpack,51,793.79,15475
2026-01-31,Laptop Backpack,56,779.22,15419
2026-02-01,Laptop Backpack,73,795.88,15346
2026-02-02,Laptop Backpack,57,773.21,15289
2026-02-03,Laptop Backpack,42,797.0,15247
2026-02-04,Laptop Backpack,58,781.9,15189
2026-02-05,Laptop Backpack,64,808.6,15125
2026-02-06,Laptop Backpack,60,790.07,15065
2026-02-07,Laptop Backpack,49,801.61,16266
2026-02-08,Laptop Backpack,62,799.82,16204
2026-02-09,Laptop Backpack,45,806.95,16159
2026-02-10,Laptop Backpack,44,793.38,16115
2026-02-11,Laptop Backpack,62,784.36,16053
2026-02-12,Laptop Backpack,56,796.58,15997
2026-02-13,Laptop Backpack,56,778.4,15941
2026-02-14,Laptop Backpack,67,781.42,15874
2026-02-15,Laptop Backpack,57,778.96,15817
2026-02-16,Laptop Backpack,56,827.39,15761
2026-02-17,Laptop Backpack,41,808.21,15720
2026-02-18,Laptop Backpack,55,800.68,15665
2026-02-19,Laptop Backpack,52,802.96,15613
2026-02-20,Laptop Backpack,49,794.27,15564
2026-02-21,Laptop Backpack,61,805.56,16753
2026-02-22,Laptop Backpack,64,783.04,16689
2026-02-23,Laptop Backpack,49,801.44,16640
2026-02-24,Laptop Backpack,63,780.83,16577
2026-02-25,Laptop Backpack,52,788.3,16525
2026-02-26,Laptop Backpack,71,628.18,16454
2026-02-27,Laptop Backpack,73,615.92,16381
2026-02-28,Laptop Backpack,83,621.38,16298
2026-03-01,Laptop Backpack,74,671.78,16224
2026-03-02,Laptop Backpack,55,679.36,16169
2026-03-03,Laptop Backpack,58,793.53,16111
2026-03-04,Laptop Backpack,74,658.35,16037
2026-03-05,Laptop Backpack,69,618.12,15968
2026-03-06,Laptop Backpack,54,810.38,15914
2026-03-07,Laptop Backpack,58,795.57,17106
2026-03-08,Laptop Backpack,65,810.58,17041
2026-03-09,Laptop Backpack,46,811.18,16995
2026-03-10,Laptop Backpack,64,795.93,16931
2026-03-11,Laptop Backpack,57,801.85,16874
2026-03-12,Laptop Backpack,50,797.84,16824
2026-03-13,Laptop Backpack,61,791.97,16763
2026-03-14,Laptop Backpack,62,808.05,16701
2026-03-15,Laptop Backpack,49,807.3,16652
2026-03-16,Laptop Backpack,53,790.9,16599
2026-03-17,Laptop Backpack,59,800.96,16540
2026-03-18,Laptop Backpack,57,789.3,16483
2026-03-19,Laptop Backpack,71,760.1,16412
2026-03-20,Laptop Backpack,51,810.14,16361
2026-03-21,Laptop Backpack,55,809.78,17556
2026-03-22,Laptop Backpack,59,795.22,17497
2026-03-23,Laptop Backpack,65,597.95,17432
2026-03-24,Laptop Backpack,70,737.45,17362
2026-03-25,Laptop Backpack,70,705.85,17292
2026-03-26,Laptop Backpack,41,797.46,17251
2026-03-27,Laptop Backpack,51,817.04,17200
2026-03-28,Laptop Backpack,48,789.63,17152
2026-03-29,Laptop Backpack,65,773.38,17087
2026-03-30,Laptop Backpack,56,776.2,17031
2026-03-31,Laptop Backpack,42,812.39,16989
2026-04-01,Laptop Backpack,39,760.85,16950
2026-04-02,Laptop Backpack,51,832.3,16899
2026-04-03,Laptop Backpack,59,794.23,16840
2026-04-04,Laptop Backpack,60,802.8,18030
2026-04-05,Laptop Backpack,63,790.59,17967
2026-04-06,Laptop Backpack,48,806.22,17919
2026-04-07,Laptop Backpack,50,821.12,17869
2026-04-08,Laptop Backpack,51,770.36,17818
2026-04-09,Laptop Backpack,75,674.77,17743
2026-04-10,Laptop Backpack,72,632.62,17671
2026-04-11,Laptop Backpack,86,616.92,17585
2026-04-12,Laptop Backpack,73,643.11,17512
2026-04-13,Laptop Backpack,44,795.39,17468
2026-04-14,Laptop Backpack,48,792.83,17420
2026-04-15,Laptop Backpack,60,780.72,17360
2026-04-16,Laptop Backpack,48,817.52,17312
2026-04-17,Laptop Backpack,58,801.87,17254
2026-04-18,Laptop Backpack,70,772.42,18434
2026-04-19,Laptop Backpack,64,811.62,18370
2026-04-20,Laptop Backpack,58,784.38,18312
2026-04-21,Laptop Backpack,50,813.96,18262
2026-04-22,Laptop Backpack,54,805.76,18208
2026-04-23,Laptop Backpack,61,802.71,18147
2026-04-24,Laptop Backpack,52,807.49,18095
2026-04-25,Laptop Backpack,67,826.54,18028
2026-04-26,Laptop Backpack,55,802.43,17973
2026-04-27,Laptop Backpack,79,604.21,17894
2026-04-28,Laptop Backpack,64,665.48,17830
2026-04-29,Laptop Backpack,75,675.8,17755
2026-04-30,Laptop Backpack,69,684.06,17686
2026-05-01,Laptop Backpack,49,724.43,17637
2026-05-02,Laptop Backpack,65,831.12,18822
2026-05-03,Laptop Backpack,65,782.55,18757
2026-05-04,Laptop Backpack,57,804.27,18700
2026-05-05,Laptop Backpack,56,781.16,18644
2026-05-06,Laptop Backpack,42,801.33,18602
2026-05-07,Laptop Backpack,56,810.42,18546
2026-05-08,Laptop Backpack,54,780.33,18492
2026-05-09,Laptop Backpack,55,805.47,18437
2026-05-10,Laptop Backpack,59,823.01,18378
2026-05-11,Laptop Backpack,67,802.25,18311
2026-05-12,Laptop Backpack,50,799.48,18261
2026-05-13,Laptop Backpack,60,802.1,18201
2026-05-14,Laptop Backpack,49,819.41,18152
2026-05-15,Laptop Backpack,79,675.67,18073
2026-05-16,Laptop Backpack,65,712.04,19258
2026-05-17,Laptop Backpack,67,795.1,19191
2026-05-18,Laptop Backpack,56,822.78,19135
2026-05-19,Laptop Backpack,46,802.35,19089
2026-05-20,Laptop Backpack,53,780.99,19036
2026-05-21,Laptop Backpack,53,775.52,18983
2026-05-22,Laptop Backpack,59,695.66,18924
2026-05-23,Laptop Backpack,67,615.22,18857
2026-05-24,Laptop Backpack,84,604.14,18773
2026-05-25,Laptop Backpack,65,605.27,18708
2026-05-26,Laptop Backpack,75,675.47,18633
2026-05-27,Laptop Backpack,51,793.82,18582
2026-05-28,Laptop Backpack,56,795.89,18526
2026-05-29,Laptop Backpack,53,810.69,18473
2026-05-30,Laptop Backpack,55,800.6,19668
2026-05-31,Laptop Backpack,65,831.42,19603
2026-06-01,Laptop Backpack,44,812.68,19559
2026-06-02,Laptop Backpack,61,814.15,19498
2026-06-03,Laptop Backpack,68,791.27,19430
2026-06-04,Laptop Backpack,51,828.14,19379
2026-06-05,Laptop Backpack,59,794.12,19320
2026-06-06,Laptop Backpack,58,782.46,19262
2026-06-07,Laptop Backpack,55,796.93,19207
2026-06-08,Laptop Backpack,46,816.63,19161
2026-06-09,Laptop Backpack,68,626.27,19093
2026-06-10,Laptop Backpack,53,684.08,19040
2026-06-11,Laptop Backpack,61,620.87,18979
2026-06-12,Laptop Backpack,49,674.18,18930
2026-06-13,Laptop Backpack,90,632.41,20090
2026-06-14,Laptop Backpack,63,770.14,20027
2026-06-15,Laptop Backpack,51,779.93,19976
2026-06-16,Laptop Backpack,45,808.58,19931
2026-06-17,Laptop Backpack,48,763.15,19883
2026-06-18,Laptop Backpack,49,800.25,19834
2026-06-19,Laptop Backpack,51,796.21,19783
2026-06-20,Laptop Backpack,56,801.39,19727
2026-06-21,Laptop Backpack,78,620.18,19649
2026-06-22,Laptop Backpack,83,614.13,19566
2026-06-23,Laptop Backpack,49,777.6,19517
2026-06-24,Laptop Backpack,44,833.96,19473
2026-06-25,Laptop Backpack,51,793.08,19422
2026-06-26,Laptop Backpack,24,796.88,19398
2026-06-27,Laptop Backpack,65,799.28,20583
2026-06-28,Laptop Backpack,64,796.0,20519
2026-06-29,Laptop Backpack,64,643.57,20455
2026-06-30,Laptop Backpack,74,659.39,20381
2026-07-01,Laptop Backpack,62,626.35,20319
2026-07-02,Laptop Backpack,63,704.6,20256
2026-07-03,Laptop Backpack,44,803.01,20212
2026-07-04,Laptop Backpack,51,826.67,20161
2026-07-05,Laptop Backpack,54,806.98,20107
2026-07-06,Laptop Backpack,46,807.89,20061
2026-07-07,Laptop Backpack,61,797.4,20000
2026-07-08,Laptop Backpack,42,779.25,19958
2026-07-09,Laptop Backpack,39,780.95,19919
2026-07-10,Laptop Backpack,59,717.97,19860
2026-07-11,Laptop Backpack,78,643.81,21032
2026-07-12,Laptop Backpack,85,593.69,20947
2026-07-13,Laptop Backpack,74,608.63,20873
2026-07-14,Laptop Backpack,61,800.29,20812
2026-07-15,Laptop Backpack,48,797.11,20764
2026-07-16,Laptop Backpack,46,809.35,20718
2026-07-17,Laptop Backpack,50,802.54,20668
2026-07-18,Laptop Backpack,55,821.32,20613
2026-07-19,Laptop Backpack,47,802.71,20566
2026-07-20,Laptop Backpack,54,793.04,20512
2026-07-21,Laptop Backpack,48,794.24,20464
2026-07-22,Laptop Backpack,53,811.97,20411
2026-07-23,Laptop Backpack,59,793.71,20352
2026-07-24,Laptop Backpack,42,776.81,20310
2026-07-25,Laptop Backpack,50,818.21,21510
2026-07-26,Laptop Backpack,61,795.55,21449
2026-07-27,Laptop Backpack,39,790.48,21410
2026-07-28,Laptop Backpack,48,817.82,21362
2026-07-29,Laptop Backpack,43,818.75,21319
2026-07-30,Laptop Backpack,48,821.43,21271
2026-07-31,Laptop Backpack,49,835.59,21222
2026-08-01,Laptop Backpack,60,814.28,21162
2026-08-02,Laptop Backpack,59,788.42,21103
2026-08-03,Laptop Backpack,48,809.65,21055
2026-08-04,Laptop Backpack,70,632.57,20985
2026-08-05,Laptop Backpack,63,685.15,20922
2026-08-06,Laptop Backpack,49,664.73,20873
2026-08-07,Laptop Backpack,44,778.2,20829
2026-08-08,Laptop Backpack,57,821.5,22022
2026-08-09,Laptop Backpack,70,659.66,21952
2026-08-10,Laptop Backpack,65,678.0,21887
2026-08-11,Laptop Backpack,71,652.2,21816
2026-08-12,Laptop Backpack,73,650.53,21743
2026-08-13,Laptop Backpack,60,620.5,21683
2026-08-14,Laptop Backpack,49,821.48,21634
2026-08-15,Laptop Backpack,69,637.67,21565
2026-08-16,Laptop Backpack,59,654.88,21506
2026-08-17,Laptop Backpack,37,772.16,21469
2026-08-18,Laptop Backpack,52,780.6,21417
2026-08-19,Laptop Backpack,52,797.97,21365
2026-08-20,Laptop Backpack,49,755.7,21316
2026-08-21,Laptop Backpack,59,825.21,21257
2026-08-22,Laptop Backpack,44,793.41,22463
2026-08-23,Laptop Backpack,57,815.19,22406
2024-08-24,Yoga Mat,83,452.4,1717
2024-08-25,Yoga Mat,80,450.77,1637
2024-08-26,Yoga Mat,71,388.75,1566
2024-08-27,Yoga Mat,66,394.63,1500
2024-08-28,Yoga Mat,77,393.79,1423
2024-08-29,Yoga Mat,75,493.79,1348
2024-08-30,Yoga Mat,73,504.3,1275
2024-08-31,Yoga Mat,55,498.12,1220
2024-09-01,Yoga Mat,83,386.11,1137
2024-09-02,Yoga Mat,59,413.65,1078
2024-09-03,Yoga Mat,54,408.8,1024
2024-09-04,Yoga Mat,63,446.84,961
2024-09-05,Yoga Mat,72,487.39,889
2024-09-06,Yoga Mat,60,482.53,829
2024-09-07,Yoga Mat,73,483.98,2256
2024-09-08,Yoga Mat,62,488.66,2194
2024-09-09,Yoga Mat,66,511.93,2128
2024-09-10,Yoga Mat,64,474.78,2064
2024-09-11,Yoga Mat,60,511.31,2004
2024-09-12,Yoga Mat,75,493.76,1929
2024-09-13,Yoga Mat,67,487.54,1862
2024-09-14,Yoga Mat,81,487.21,1781
2024-09-15,Yoga Mat,56,495.19,1725
2024-09-16,Yoga Mat,70,498.76,1655
2024-09-17,Yoga Mat,53,493.8,1602
2024-09-18,Yoga Mat,39,513.6,1563
2024-09-19,Yoga Mat,48,497.79,1515
2024-09-20,Yoga Mat,54,485.53,1461
2024-09-21,Yoga Mat,66,494.01,2895
2024-09-22,Yoga Mat,68,514.7,2827
2024-09-23,Yoga Mat,52,497.4,2775
2024-09-24,Yoga Mat,56,493.23,2719
2024-09-25,Yoga Mat,65,486.65,2654
2024-09-26,Yoga Mat,64,511.67,2590
2024-09-27,Yoga Mat,49,497.9,2541
2024-09-28,Yoga Mat,55,483.76,2486
2024-09-29,Yoga Mat,65,515.22,2421
2024-09-30,Yoga Mat,55,479.08,2366
2024-10-01,Yoga Mat,53,506.79,2313
2024-10-02,Yoga Mat,77,504.13,2236
2024-10-03,Yoga Mat,72,504.69,2164
2024-10-04,Yoga Mat,75,488.07,2089
2024-10-05,Yoga Mat,80,507.92,3509
2024-10-06,Yoga Mat,78,505.89,3431
2024-10-07,Yoga Mat,63,496.06,3368
2024-10-08,Yoga Mat,61,484.85,3307
2024-10-09,Yoga Mat,62,445.17,3245
2024-10-10,Yoga Mat,65,452.56,3180
2024-10-11,Yoga Mat,71,473.84,3109
2024-10-12,Yoga Mat,68,514.88,3041
2024-10-13,Yoga Mat,79,476.77,2962
2024-10-14,Yoga Mat,79,510.5,2883
2024-10-15,Yoga Mat,78,485.52,2805
2024-10-16,Yoga Mat,52,482.32,2753
2024-10-17,Yoga Mat,57,497.2,2696
2024-10-18,Yoga Mat,109,373.81,2587
2024-10-19,Yoga Mat,96,399.07,3991
2024-10-20,Yoga Mat,91,444.8,3900
2024-10-21,Yoga Mat,70,485.72,3830
2024-10-22,Yoga Mat,85,487.84,3745
2024-10-23,Yoga Mat,50,501.07,3695
2024-10-24,Yoga Mat,70,503.6,3625
2024-10-25,Yoga Mat,72,501.07,3553
2024-10-26,Yoga Mat,60,492.46,3493
2024-10-27,Yoga Mat,88,488.05,3405
2024-10-28,Yoga Mat,82,494.53,3323
2024-10-29,Yoga Mat,53,507.95,3270
2024-10-30,Yoga Mat,68,513.34,3202
2024-10-31,Yoga Mat,71,487.84,3131
2024-11-01,Yoga Mat,100,510.84,3031
2024-11-02,Yoga Mat,68,492.66,4463
2024-11-03,Yoga Mat,77,514.52,4386
2024-11-04,Yoga Mat,100,379.36,4286
2024-11-05,Yoga Mat,87,416.49,4199
2024-11-06,Yoga Mat,82,493.27,4117
2024-11-07,Yoga Mat,79,520.27,4038
2024-11-08,Yoga Mat,84,488.31,3954
2024-11-09,Yoga Mat,95,502.95,3859
2024-11-10,Yoga Mat,116,424.14,3743
2024-11-11,Yoga Mat,82,408.54,3661
2024-11-12,Yoga Mat,84,435.04,3577
2024-11-13,Yoga Mat,89,391.67,3488
2024-11-14,Yoga Mat,101,377.82,3387
2024-11-15,Yoga Mat,108,507.52,3279
2024-11-16,Yoga Mat,80,491.66,4699
2024-11-17,Yoga Mat,96,489.62,4603
2024-11-18,Yoga Mat,97,494.38,4506
2024-11-19,Yoga Mat,111,379.22,4395
2024-11-20,Yoga Mat,95,457.12,4300
2024-11-21,Yoga Mat,101,419.97,4199
2024-11-22,Yoga Mat,61,514.1,4138
2024-11-23,Yoga Mat,65,507.21,4073
2024-11-24,Yoga Mat,83,509.58,3990
2024-11-25,Yoga Mat,76,488.28,3914
2024-11-26,Yoga Mat,73,492.19,3841
2024-11-27,Yoga Mat,96,496.17,3745
2024-11-28,Yoga Mat,73,502.43,3672
2024-11-29,Yoga Mat,68,481.99,3604
2024-11-30,Yoga Mat,100,500.83,5004
2024-12-01,Yoga Mat,86,493.52,4918
2024-12-02,Yoga Mat,79,509.74,4839
2024-12-03,Yoga Mat,87,513.52,4752
2024-12-04,Yoga Mat,77,500.59,4675
2024-12-05,Yoga Mat,72,504.14,4603
2024-12-06,Yoga Mat,90,497.83,4513
2024-12-07,Yoga Mat,94,503.76,4419
2024-12-08,Yoga Mat,129,391.78,4290
2024-12-09,Yoga Mat,109,402.66,4181
2024-12-10,Yoga Mat,111,401.14,4070
2024-12-11,Yoga Mat,97,416.97,3973
2024-12-12,Yoga Mat,91,498.67,3882
2024-12-13,Yoga Mat,78,499.92,3804
2024-12-14,Yoga Mat,88,505.36,5216
2024-12-15,Yoga Mat,112,407.98,5104
2024-12-16,Yoga Mat,121,383.02,4983
2024-12-17,Yoga Mat,93,481.11,4890
2024-12-18,Yoga Mat,81,504.95,4809
2024-12-19,Yoga Mat,88,499.81,4721
2024-12-20,Yoga Mat,77,497.2,4644
2024-12-21,Yoga Mat,100,503.7,4544
2024-12-22,Yoga Mat,91,515.76,4453
2024-12-23,Yoga Mat,98,491.67,4355
2024-12-24,Yoga Mat,102,496.08,4253
2024-12-25,Yoga Mat,85,490.24,4168
2024-12-26,Yoga Mat,76,508.21,4092
2024-12-27,Yoga Mat,82,501.03,4010
2024-12-28,Yoga Mat,99,501.33,5411
2024-12-29,Yoga Mat,110,495.36,5301
2024-12-30,Yoga Mat,97,494.47,5204
2024-12-31,Yoga Mat,80,491.28,5124
2025-01-01,Yoga Mat,58,492.78,5066
2025-01-02,Yoga Mat,43,493.57,5023
2025-01-03,Yoga Mat,43,499.1,4980
2025-01-04,Yoga Mat,86,485.11,4894
2025-01-05,Yoga Mat,73,488.44,4821
2025-01-06,Yoga Mat,77,495.91,4744
2025-01-07,Yoga Mat,41,425.71,4703
2025-01-08,Yoga Mat,63,434.88,4640
2025-01-09,Yoga Mat,64,393.36,4576
2025-01-10,Yoga Mat,45,519.89,4531
2025-01-11,Yoga Mat,65,500.5,5966
2025-01-12,Yoga Mat,72,498.67,5894
2025-01-13,Yoga Mat,54,496.67,5840
2025-01-14,Yoga Mat,51,490.84,5789
2025-01-15,Yoga Mat,61,503.32,5728
2025-01-16,Yoga Mat,68,476.94,5660
2025-01-17,Yoga Mat,66,507.14,5594
2025-01-18,Yoga Mat,63,500.72,5531
2025-01-19,Yoga Mat,80,480.25,5451
2025-01-20,Yoga Mat,60,494.14,5391
2025-01-21,Yoga Mat,89,511.95,5302
2025-01-22,Yoga Mat,67,493.36,5235
2025-01-23,Yoga Mat,51,489.77,5184
2025-01-24,Yoga Mat,65,428.6,5119
2025-01-25,Yoga Mat,101,397.11,6518
2025-01-26,Yoga Mat,94,484.91,6424
2025-01-27,Yoga Mat,63,478.75,6361
2025-01-28,Yoga Mat,61,498.61,6300
2025-01-29,Yoga Mat,66,490.59,6234
2025-01-30,Yoga Mat,59,510.01,6175
2025-01-31,Yoga Mat,62,482.16,6113
2025-02-01,Yoga Mat,93,437.79,6020
2025-02-02,Yoga Mat,78,403.14,5942
2025-02-03,Yoga Mat,69,408.43,5873
2025-02-04,Yoga Mat,63,396.56,5810
2025-02-05,Yoga Mat,66,487.82,5744
2025-02-06,Yoga Mat,52,509.47,5692
2025-02-07,Yoga Mat,53,497.86,5639
2025-02-08,Yoga Mat,66,498.34,7073
2025-02-09,Yoga Mat,70,497.71,7003
2025-02-10,Yoga Mat,64,485.98,6939
2025-02-11,Yoga Mat,61,488.82,6878
2025-02-12,Yoga Mat,57,500.85,6821
2025-02-13,Yoga Mat,40,505.35,6781
2025-02-14,Yoga Mat,52,480.3,6729
2025-02-15,Yoga Mat,84,520.66,6645
2025-02-16,Yoga Mat,54,502.56,6591
2025-02-17,Yoga Mat,56,493.52,6535
2025-02-18,Yoga Mat,71,494.3,6464
2025-02-19,Yoga Mat,54,499.75,6410
2025-02-20,Yoga Mat,52,502.04,6358
2025-02-21,Yoga Mat,57,496.88,6301
2025-02-22,Yoga Mat,65,497.46,7736
2025-02-23,Yoga Mat,67,496.22,7669
2025-02-24,Yoga Mat,58,503.14,7611
2025-02-25,Yoga Mat,60,488.75,7551
2025-02-26,Yoga Mat,68,486.56,7483
2025-02-27,Yoga Mat,58,495.45,7425
2025-02-28,Yoga Mat,45,492.39,7380
2025-03-01,Yoga Mat,85,393.25,7295
2025-03-02,Yoga Mat,81,435.55,7214
2025-03-03,Yoga Mat,65,496.4,7149
2025-03-04,Yoga Mat,56,502.96,7093
2025-03-05,Yoga Mat,63,518.77,7030
2025-03-06,Yoga Mat,64,504.39,6966
2025-03-07,Yoga Mat,68,507.96,6898
2025-03-08,Yoga Mat,77,492.08,8321
2025-03-09,Yoga Mat,97,495.92,8224
2025-03-10,Yoga Mat,54,508.57,8170
2025-03-11,Yoga Mat,51,524.63,8119
2025-03-12,Yoga Mat,55,498.83,8064
2025-03-13,Yoga Mat,69,493.67,7995
2025-03-14,Yoga Mat,63,480.97,7932
2025-03-15,Yoga Mat,56,514.15,7876
2025-03-16,Yoga Mat,66,503.13,7810
2025-03-17,Yoga Mat,51,519.36,7759
2025-03-18,Yoga Mat,70,496.91,7689
2025-03-19,Yoga Mat,61,490.75,7628
2025-03-20,Yoga Mat,51,506.47,7577
2025-03-21,Yoga Mat,64,491.42,7513
2025-03-22,Yoga Mat,66,486.04,8947
2025-03-23,Yoga Mat,64,494.87,8883
2025-03-24,Yoga Mat,56,491.19,8827
2025-03-25,Yoga Mat,64,508.91,8763
2025-03-26,Yoga Mat,55,484.7,8708
2025-03-27,Yoga Mat,66,512.04,8642
2025-03-28,Yoga Mat,56,493.37,8586
2025-03-29,Yoga Mat,69,503.59,8517
2025-03-30,Yoga Mat,82,511.48,8435
2025-03-31,Yoga Mat,69,494.78,8366
2025-04-01,Yoga Mat,72,442.1,8294
2025-04-02,Yoga Mat,96,397.87,8198
2025-04-03,Yoga Mat,69,414.03,8129
2025-04-04,Yoga Mat,64,430.07,8065
2025-04-05,Yoga Mat,81,415.7,9484
2025-04-06,Yoga Mat,61,496.32,9423
2025-04-07,Yoga Mat,77,395.26,9346
2025-04-08,Yoga Mat,74,434.21,9272
2025-04-09,Yoga Mat,73,386.72,9199
2025-04-10,Yoga Mat,66,410.82,9133
2025-04-11,Yoga Mat,53,455.52,9080
2025-04-12,Yoga Mat,57,500.09,9023
2025-04-13,Yoga Mat,89,496.52,8934
2025-04-14,Yoga Mat,46,488.41,8888
2025-04-15,Yoga Mat,81,486.81,8807
2025-04-16,Yoga Mat,59,508.32,8748
2025-04-17,Yoga Mat,73,498.67,8675
2025-04-18,Yoga Mat,79,488.45,8596
2025-04-19,Yoga Mat,97,377.11,9999
2025-04-20,Yoga Mat,83,406.78,9916
2025-04-21,Yoga Mat,87,386.88,9829
2025-04-22,Yoga Mat,72,496.69,9757
2025-04-23,Yoga Mat,65,493.97,9692
2025-04-24,Yoga Mat,49,501.32,9643
2025-04-25,Yoga Mat,64,478.85,9579
2025-04-26,Yoga Mat,78,497.83,9501
2025-04-27,Yoga Mat,65,503.03,9436
2025-04-28,Yoga Mat,57,499.01,9379
2025-04-29,Yoga Mat,71,508.83,9308
2025-04-30,Yoga Mat,60,490.83,9248
2025-05-01,Yoga Mat,86,510.41,9162
2025-05-02,Yoga Mat,68,494.85,9094
2025-05-03,Yoga Mat,68,497.59,10526
2025-05-04,Yoga Mat,70,500.23,10456
2025-05-05,Yoga Mat,51,499.05,10405
2025-05-06,Yoga Mat,54,478.13,10351
2025-05-07,Yoga Mat,54,432.61,10297
2025-05-08,Yoga Mat,82,425.56,10215
2025-05-09,Yoga Mat,67,505.71,10148
2025-05-10,Yoga Mat,84,495.33,10064
2025-05-11,Yoga Mat,80,488.21,9984
2025-05-12,Yoga Mat,72,426.69,9912
2025-05-13,Yoga Mat,64,445.45,9848
2025-05-14,Yoga Mat,67,491.95,9781
2025-05-15,Yoga Mat,96,379.79,9685
2025-05-16,Yoga Mat,61,405.52,9624
2025-05-17,Yoga Mat,88,445.25,11036
2025-05-18,Yoga Mat,80,500.08,10956
2025-05-19,Yoga Mat,70,510.11,10886
2025-05-20,Yoga Mat,50,497.31,10836
2025-05-21,Yoga Mat,75,506.79,10761
2025-05-22,Yoga Mat,65,518.42,10696
2025-05-23,Yoga Mat,66,485.18,10630
2025-05-24,Yoga Mat,71,501.11,10559
2025-05-25,Yoga Mat,84,430.02,10475
2025-05-26,Yoga Mat,75,452.61,10400
2025-05-27,Yoga Mat,73,424.11,10327
2025-05-28,Yoga Mat,67,415.99,10260
2025-05-29,Yoga Mat,75,440.17,10185
2025-05-30,Yoga Mat,58,499.11,10127
2025-05-31,Yoga Mat,66,493.42,11561
2025-06-01,Yoga Mat,59,506.79,11502
2025-06-02,Yoga Mat,48,508.53,11454
2025-06-03,Yoga Mat,74,515.14,11380
2025-06-04,Yoga Mat,68,501.47,11312
2025-06-05,Yoga Mat,38,521.47,11274
2025-06-06,Yoga Mat,57,507.47,11217
2025-06-07,Yoga Mat,72,498.61,11145
2025-06-08,Yoga Mat,66,493.79,11079
2025-06-09,Yoga Mat,71,491.27,11008
2025-06-10,Yoga Mat,50,509.97,10958
2025-06-11,Yoga Mat,87,498.96,10871
2025-06-12,Yoga Mat,65,493.47,10806
2025-06-13,Yoga Mat,75,485.34,10731
2025-06-14,Yoga Mat,70,498.1,12161
2025-06-15,Yoga Mat,56,491.46,12105
2025-06-16,Yoga Mat,61,478.6,12044
2025-06-17,Yoga Mat,69,504.78,11975
2025-06-18,Yoga Mat,80,394.51,11895
2025-06-19,Yoga Mat,78,386.24,11817
2025-06-20,Yoga Mat,86,411.83,11731
2025-06-21,Yoga Mat,69,504.92,11662
2025-06-22,Yoga Mat,72,501.61,11590
2025-06-23,Yoga Mat,58,492.0,11532
2025-06-24,Yoga Mat,48,507.4,11484
2025-06-25,Yoga Mat,67,505.47,11417
2025-06-26,Yoga Mat,65,498.08,11352
2025-06-27,Yoga Mat,81,405.9,11271
2025-06-28,Yoga Mat,87,389.14,12684
2025-06-29,Yoga Mat,100,434.42,12584
2025-06-30,Yoga Mat,59,431.04,12525
2025-07-01,Yoga Mat,59,499.42,12466
2025-07-02,Yoga Mat,52,527.2,12414
2025-07-03,Yoga Mat,75,508.67,12339
2025-07-04,Yoga Mat,63,487.01,12276
2025-07-05,Yoga Mat,53,508.0,12223
2025-07-06,Yoga Mat,73,498.97,12150
2025-07-07,Yoga Mat,77,416.59,12073
2025-07-08,Yoga Mat,72,377.31,12001
2025-07-09,Yoga Mat,72,438.77,11929
2025-07-10,Yoga Mat,67,430.14,11862
2025-07-11,Yoga Mat,59,424.82,11803
2025-07-12,Yoga Mat,46,496.07,13257
2025-07-13,Yoga Mat,81,480.2,13176
2025-07-14,Yoga Mat,65,494.27,13111
2025-07-15,Yoga Mat,49,501.41,13062
2025-07-16,Yoga Mat,45,482.62,13017
2025-07-17,Yoga Mat,62,496.89,12955
2025-07-18,Yoga Mat,58,517.82,12897
2025-07-19,Yoga Mat,77,500.97,12820
2025-07-20,Yoga Mat,74,503.41,12746
2025-07-21,Yoga Mat,61,481.17,12685
2025-07-22,Yoga Mat,58,504.79,12627
2025-07-23,Yoga Mat,60,486.57,12567
2025-07-24,Yoga Mat,42,502.86,12525
2025-07-25,Yoga Mat,57,484.34,12468
2025-07-26,Yoga Mat,52,501.27,13916
2025-07-27,Yoga Mat,54,484.02,13862
2025-07-28,Yoga Mat,62,504.59,13800
2025-07-29,Yoga Mat,56,498.88,13744
2025-07-30,Yoga Mat,47,494.61,13697
2025-07-31,Yoga Mat,57,499.89,13640
2025-08-01,Yoga Mat,59,485.57,13581
2025-08-02,Yoga Mat,65,495.13,13516
2025-08-03,Yoga Mat,66,494.51,13450
2025-08-04,Yoga Mat,54,485.02,13396
2025-08-05,Yoga Mat,63,499.74,13333
2025-08-06,Yoga Mat,43,496.48,13290
2025-08-07,Yoga Mat,66,492.05,13224
2025-08-08,Yoga Mat,49,497.12,13175
2025-08-09,Yoga Mat,64,502.48,14611
2025-08-10,Yoga Mat,71,504.62,14540
2025-08-11,Yoga Mat,64,482.49,14476
2025-08-12,Yoga Mat,59,501.14,14417
2025-08-13,Yoga Mat,63,499.81,14354
2025-08-14,Yoga Mat,40,500.17,14314
2025-08-15,Yoga Mat,47,503.1,14267
2025-08-16,Yoga Mat,72,501.31,14195
2025-08-17,Yoga Mat,49,507.24,14146
2025-08-18,Yoga Mat,52,478.4,14094
2025-08-19,Yoga Mat,58,519.54,14036
2025-08-20,Yoga Mat,62,496.79,13974
2025-08-21,Yoga Mat,71,493.29,13903
2025-08-22,Yoga Mat,59,491.52,13844
2025-08-23,Yoga Mat,68,492.76,15276
2025-08-24,Yoga Mat,63,518.58,15213
2025-08-25,Yoga Mat,51,514.24,15162
2025-08-26,Yoga Mat,67,501.5,15095
