date,product,units_sold,price,stock_level
2010-11-08,PAPER CHAIN KIT 50'S CHRISTMAS,631,6.37,0
2010-11-09,PAPER CHAIN KIT 50'S CHRISTMAS,383,3.66,0
2010-11-10,PAPER CHAIN KIT 50'S CHRISTMAS,170,3.18,0
2010-11-11,PAPER CHAIN KIT 50'S CHRISTMAS,177,2.86,0
2010-11-12,PAPER CHAIN KIT 50'S CHRISTMAS,174,4.15,0
2010-11-13,PAPER CHAIN KIT 50'S CHRISTMAS,0,4.15,0
2010-11-14,PAPER CHAIN KIT 50'S CHRISTMAS,140,2.72,0
2010-11-15,PAPER CHAIN KIT 50'S CHRISTMAS,1032,6.32,0
2010-11-16,PAPER CHAIN KIT 50'S CHRISTMAS,85,4.71,671
2010-11-17,PAPER CHAIN KIT 50'S CHRISTMAS,292,2.83,379
2010-11-18,PAPER CHAIN KIT 50'S CHRISTMAS,152,3.61,227
2010-11-19,PAPER CHAIN KIT 50'S CHRISTMAS,182,3.17,45
2010-11-20,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.17,45
2010-11-21,PAPER CHAIN KIT 50'S CHRISTMAS,48,2.95,0
2010-11-22,PAPER CHAIN KIT 50'S CHRISTMAS,426,3.0,0
2010-11-23,PAPER CHAIN KIT 50'S CHRISTMAS,138,3.4,0
2010-11-24,PAPER CHAIN KIT 50'S CHRISTMAS,546,3.36,0
2010-11-25,PAPER CHAIN KIT 50'S CHRISTMAS,207,3.12,0
2010-11-26,PAPER CHAIN KIT 50'S CHRISTMAS,230,4.15,0
2010-11-27,PAPER CHAIN KIT 50'S CHRISTMAS,0,4.15,0
2010-11-28,PAPER CHAIN KIT 50'S CHRISTMAS,209,2.64,0
2010-11-29,PAPER CHAIN KIT 50'S CHRISTMAS,239,3.31,0
2010-11-30,PAPER CHAIN KIT 50'S CHRISTMAS,227,4.41,376
2010-12-01,PAPER CHAIN KIT 50'S CHRISTMAS,548,3.25,0
2010-12-02,PAPER CHAIN KIT 50'S CHRISTMAS,272,2.83,0
2010-12-03,PAPER CHAIN KIT 50'S CHRISTMAS,280,5.63,0
2010-12-04,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.63,0
2010-12-05,PAPER CHAIN KIT 50'S CHRISTMAS,266,2.71,0
2010-12-06,PAPER CHAIN KIT 50'S CHRISTMAS,474,3.79,0
2010-12-07,PAPER CHAIN KIT 50'S CHRISTMAS,548,4.05,0
2010-12-08,PAPER CHAIN KIT 50'S CHRISTMAS,214,3.6,0
2010-12-09,PAPER CHAIN KIT 50'S CHRISTMAS,308,2.85,0
2010-12-10,PAPER CHAIN KIT 50'S CHRISTMAS,223,4.66,0
2010-12-11,PAPER CHAIN KIT 50'S CHRISTMAS,0,4.66,0
2010-12-12,PAPER CHAIN KIT 50'S CHRISTMAS,60,2.95,0
2010-12-13,PAPER CHAIN KIT 50'S CHRISTMAS,205,2.84,0
2010-12-14,PAPER CHAIN KIT 50'S CHRISTMAS,115,5.67,506
2010-12-15,PAPER CHAIN KIT 50'S CHRISTMAS,91,2.77,415
2010-12-16,PAPER CHAIN KIT 50'S CHRISTMAS,131,2.64,284
2010-12-17,PAPER CHAIN KIT 50'S CHRISTMAS,55,5.75,229
2010-12-18,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.75,229
2010-12-19,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.75,229
2010-12-20,PAPER CHAIN KIT 50'S CHRISTMAS,51,3.27,178
2010-12-21,PAPER CHAIN KIT 50'S CHRISTMAS,70,5.88,108
2010-12-22,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.88,108
2010-12-23,PAPER CHAIN KIT 50'S CHRISTMAS,4,5.91,104
2010-12-24,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.91,104
2010-12-25,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.91,104
2010-12-26,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.91,104
2010-12-27,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.91,104
2010-12-28,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.91,869
2010-12-29,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.91,869
2010-12-30,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.91,869
2010-12-31,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.91,869
2011-01-01,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.91,869
2011-01-02,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.91,869
2011-01-03,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.91,869
2011-01-04,PAPER CHAIN KIT 50'S CHRISTMAS,1,5.91,868
2011-01-05,PAPER CHAIN KIT 50'S CHRISTMAS,10,5.91,858
2011-01-06,PAPER CHAIN KIT 50'S CHRISTMAS,3,6.48,855
2011-01-07,PAPER CHAIN KIT 50'S CHRISTMAS,2,5.91,853
2011-01-08,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.91,853
2011-01-09,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.91,853
2011-01-10,PAPER CHAIN KIT 50'S CHRISTMAS,1,5.91,852
2011-01-11,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.91,999
2011-01-12,PAPER CHAIN KIT 50'S CHRISTMAS,5,5.91,994
2011-01-13,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.91,994
2011-01-14,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.91,994
2011-01-15,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.91,994
2011-01-16,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.91,994
2011-01-17,PAPER CHAIN KIT 50'S CHRISTMAS,2,5.79,992
2011-01-18,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,992
2011-01-19,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,992
2011-01-20,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,992
2011-01-21,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,992
2011-01-22,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,992
2011-01-23,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,992
2011-01-24,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,992
2011-01-25,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-01-26,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-01-27,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-01-28,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-01-29,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-01-30,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-01-31,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-02-01,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-02-02,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-02-03,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-02-04,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-02-05,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-02-06,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-02-07,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-02-08,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-02-09,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-02-10,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-02-11,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-02-12,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-02-13,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-02-14,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-02-15,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-02-16,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-02-17,PAPER CHAIN KIT 50'S CHRISTMAS,2,6.63,997
2011-02-18,PAPER CHAIN KIT 50'S CHRISTMAS,0,6.63,997
2011-02-19,PAPER CHAIN KIT 50'S CHRISTMAS,0,6.63,997
2011-02-20,PAPER CHAIN KIT 50'S CHRISTMAS,0,6.63,997
2011-02-21,PAPER CHAIN KIT 50'S CHRISTMAS,0,6.63,997
2011-02-22,PAPER CHAIN KIT 50'S CHRISTMAS,2,2.95,997
2011-02-23,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,997
2011-02-24,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,997
2011-02-25,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,997
2011-02-26,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,997
2011-02-27,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,997
2011-02-28,PAPER CHAIN KIT 50'S CHRISTMAS,1,5.79,996
2011-03-01,PAPER CHAIN KIT 50'S CHRISTMAS,4,2.95,992
2011-03-02,PAPER CHAIN KIT 50'S CHRISTMAS,40,2.55,952
2011-03-03,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.55,952
2011-03-04,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.55,952
2011-03-05,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.55,952
2011-03-06,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.55,952
2011-03-07,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.55,952
2011-03-08,PAPER CHAIN KIT 50'S CHRISTMAS,1,2.95,998
2011-03-09,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,998
2011-03-10,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,998
2011-03-11,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,998
2011-03-12,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,998
2011-03-13,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,998
2011-03-14,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,998
2011-03-15,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,998
2011-03-16,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,998
2011-03-17,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,998
2011-03-18,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,998
2011-03-19,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,998
2011-03-20,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,998
2011-03-21,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,998
2011-03-22,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,999
2011-03-23,PAPER CHAIN KIT 50'S CHRISTMAS,2,6.63,997
2011-03-24,PAPER CHAIN KIT 50'S CHRISTMAS,40,2.55,957
2011-03-25,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.55,957
2011-03-26,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.55,957
2011-03-27,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.55,957
2011-03-28,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.55,957
2011-03-29,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.55,957
2011-03-30,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.55,957
2011-03-31,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.55,957
2011-04-01,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.55,957
2011-04-02,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.55,957
2011-04-03,PAPER CHAIN KIT 50'S CHRISTMAS,3,2.95,954
2011-04-04,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,954
2011-04-05,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,999
2011-04-06,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,999
2011-04-07,PAPER CHAIN KIT 50'S CHRISTMAS,9,3.27,990
2011-04-08,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.27,990
2011-04-09,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.27,990
2011-04-10,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.27,990
2011-04-11,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.27,990
2011-04-12,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.27,990
2011-04-13,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.27,990
2011-04-14,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.27,990
2011-04-15,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.27,990
2011-04-16,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.27,990
2011-04-17,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.27,990
2011-04-18,PAPER CHAIN KIT 50'S CHRISTMAS,1,5.79,989
2011-04-19,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-04-20,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-04-21,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-04-22,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-04-23,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-04-24,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-04-25,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-04-26,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-04-27,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-04-28,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-04-29,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-04-30,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-05-01,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-05-02,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-05-03,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-05-04,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-05-05,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,999
2011-05-06,PAPER CHAIN KIT 50'S CHRISTMAS,4,5.79,995
2011-05-07,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,995
2011-05-08,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,995
2011-05-09,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,995
2011-05-10,PAPER CHAIN KIT 50'S CHRISTMAS,13,3.23,982
2011-05-11,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,982
2011-05-12,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,982
2011-05-13,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,982
2011-05-14,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,982
2011-05-15,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,982
2011-05-16,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,982
2011-05-17,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,999
2011-05-18,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,999
2011-05-19,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,999
2011-05-20,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,999
2011-05-21,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,999
2011-05-22,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,999
2011-05-23,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,999
2011-05-24,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,999
2011-05-25,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,999
2011-05-26,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,999
2011-05-27,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,999
2011-05-28,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,999
2011-05-29,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,999
2011-05-30,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,999
2011-05-31,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,999
2011-06-01,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,999
2011-06-02,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,999
2011-06-03,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,999
2011-06-04,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,999
2011-06-05,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,999
2011-06-06,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,999
2011-06-07,PAPER CHAIN KIT 50'S CHRISTMAS,1,5.79,998
2011-06-08,PAPER CHAIN KIT 50'S CHRISTMAS,1,6.63,997
2011-06-09,PAPER CHAIN KIT 50'S CHRISTMAS,0,6.63,997
2011-06-10,PAPER CHAIN KIT 50'S CHRISTMAS,0,6.63,997
2011-06-11,PAPER CHAIN KIT 50'S CHRISTMAS,0,6.63,997
2011-06-12,PAPER CHAIN KIT 50'S CHRISTMAS,0,6.63,997
2011-06-13,PAPER CHAIN KIT 50'S CHRISTMAS,0,6.63,997
2011-06-14,PAPER CHAIN KIT 50'S CHRISTMAS,1,5.79,998
2011-06-15,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,998
2011-06-16,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,998
2011-06-17,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,998
2011-06-18,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,998
2011-06-19,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,998
2011-06-20,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,998
2011-06-21,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,998
2011-06-22,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,998
2011-06-23,PAPER CHAIN KIT 50'S CHRISTMAS,6,2.95,992
2011-06-24,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,992
2011-06-25,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,992
2011-06-26,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,992
2011-06-27,PAPER CHAIN KIT 50'S CHRISTMAS,4,6.63,988
2011-06-28,PAPER CHAIN KIT 50'S CHRISTMAS,320,2.55,679
2011-06-29,PAPER CHAIN KIT 50'S CHRISTMAS,11,2.95,668
2011-06-30,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,668
2011-07-01,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,668
2011-07-02,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,668
2011-07-03,PAPER CHAIN KIT 50'S CHRISTMAS,30,2.95,638
2011-07-04,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,638
2011-07-05,PAPER CHAIN KIT 50'S CHRISTMAS,18,2.95,620
2011-07-06,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,620
2011-07-07,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,620
2011-07-08,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,620
2011-07-09,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,620
2011-07-10,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,620
2011-07-11,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,620
2011-07-12,PAPER CHAIN KIT 50'S CHRISTMAS,2,5.79,997
2011-07-13,PAPER CHAIN KIT 50'S CHRISTMAS,0,5.79,997
2011-07-14,PAPER CHAIN KIT 50'S CHRISTMAS,13,3.17,984
2011-07-15,PAPER CHAIN KIT 50'S CHRISTMAS,1,2.95,983
2011-07-16,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,983
2011-07-17,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,983
2011-07-18,PAPER CHAIN KIT 50'S CHRISTMAS,19,3.14,964
2011-07-19,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.14,964
2011-07-20,PAPER CHAIN KIT 50'S CHRISTMAS,3,4.84,961
2011-07-21,PAPER CHAIN KIT 50'S CHRISTMAS,8,3.87,953
2011-07-22,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.87,953
2011-07-23,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.87,953
2011-07-24,PAPER CHAIN KIT 50'S CHRISTMAS,2,2.95,951
2011-07-25,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,951
2011-07-26,PAPER CHAIN KIT 50'S CHRISTMAS,22,2.95,977
2011-07-27,PAPER CHAIN KIT 50'S CHRISTMAS,7,3.36,970
2011-07-28,PAPER CHAIN KIT 50'S CHRISTMAS,190,2.61,780
2011-07-29,PAPER CHAIN KIT 50'S CHRISTMAS,6,2.95,774
2011-07-30,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,774
2011-07-31,PAPER CHAIN KIT 50'S CHRISTMAS,62,2.69,712
2011-08-01,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.69,712
2011-08-02,PAPER CHAIN KIT 50'S CHRISTMAS,46,2.6,666
2011-08-03,PAPER CHAIN KIT 50'S CHRISTMAS,44,2.59,622
2011-08-04,PAPER CHAIN KIT 50'S CHRISTMAS,145,2.64,477
2011-08-05,PAPER CHAIN KIT 50'S CHRISTMAS,46,2.6,431
2011-08-06,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.6,431
2011-08-07,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.6,431
2011-08-08,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.6,431
2011-08-09,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.6,999
2011-08-10,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.6,999
2011-08-11,PAPER CHAIN KIT 50'S CHRISTMAS,13,3.23,986
2011-08-12,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,986
2011-08-13,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.23,986
2011-08-14,PAPER CHAIN KIT 50'S CHRISTMAS,9,2.95,977
2011-08-15,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,977
2011-08-16,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,977
2011-08-17,PAPER CHAIN KIT 50'S CHRISTMAS,20,3.69,957
2011-08-18,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.69,957
2011-08-19,PAPER CHAIN KIT 50'S CHRISTMAS,6,2.95,951
2011-08-20,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,951
2011-08-21,PAPER CHAIN KIT 50'S CHRISTMAS,10,2.95,941
2011-08-22,PAPER CHAIN KIT 50'S CHRISTMAS,6,2.95,935
2011-08-23,PAPER CHAIN KIT 50'S CHRISTMAS,1,2.95,998
2011-08-24,PAPER CHAIN KIT 50'S CHRISTMAS,8,2.95,990
2011-08-25,PAPER CHAIN KIT 50'S CHRISTMAS,1,6.63,989
2011-08-26,PAPER CHAIN KIT 50'S CHRISTMAS,12,2.95,977
2011-08-27,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,977
2011-08-28,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,977
2011-08-29,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.95,977
2011-08-30,PAPER CHAIN KIT 50'S CHRISTMAS,83,2.67,894
2011-08-31,PAPER CHAIN KIT 50'S CHRISTMAS,40,2.55,854
2011-09-01,PAPER CHAIN KIT 50'S CHRISTMAS,40,2.55,814
2011-09-02,PAPER CHAIN KIT 50'S CHRISTMAS,5,4.82,809
2011-09-03,PAPER CHAIN KIT 50'S CHRISTMAS,0,4.82,809
2011-09-04,PAPER CHAIN KIT 50'S CHRISTMAS,24,2.95,785
2011-09-05,PAPER CHAIN KIT 50'S CHRISTMAS,210,2.65,575
2011-09-06,PAPER CHAIN KIT 50'S CHRISTMAS,24,2.95,975
2011-09-07,PAPER CHAIN KIT 50'S CHRISTMAS,15,3.57,960
2011-09-08,PAPER CHAIN KIT 50'S CHRISTMAS,10,3.23,950
2011-09-09,PAPER CHAIN KIT 50'S CHRISTMAS,25,3.06,925
2011-09-10,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.06,925
2011-09-11,PAPER CHAIN KIT 50'S CHRISTMAS,211,2.65,714
2011-09-12,PAPER CHAIN KIT 50'S CHRISTMAS,118,2.81,596
2011-09-13,PAPER CHAIN KIT 50'S CHRISTMAS,170,2.79,426
2011-09-14,PAPER CHAIN KIT 50'S CHRISTMAS,50,3.01,376
2011-09-15,PAPER CHAIN KIT 50'S CHRISTMAS,156,2.78,220
2011-09-16,PAPER CHAIN KIT 50'S CHRISTMAS,99,3.06,121
2011-09-17,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.06,121
2011-09-18,PAPER CHAIN KIT 50'S CHRISTMAS,8,2.95,113
2011-09-19,PAPER CHAIN KIT 50'S CHRISTMAS,70,2.72,43
2011-09-20,PAPER CHAIN KIT 50'S CHRISTMAS,63,2.93,698
2011-09-21,PAPER CHAIN KIT 50'S CHRISTMAS,29,4.03,669
2011-09-22,PAPER CHAIN KIT 50'S CHRISTMAS,175,2.86,494
2011-09-23,PAPER CHAIN KIT 50'S CHRISTMAS,122,2.93,372
2011-09-24,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.93,372
2011-09-25,PAPER CHAIN KIT 50'S CHRISTMAS,143,2.84,229
2011-09-26,PAPER CHAIN KIT 50'S CHRISTMAS,38,3.55,191
2011-09-27,PAPER CHAIN KIT 50'S CHRISTMAS,105,2.82,86
2011-09-28,PAPER CHAIN KIT 50'S CHRISTMAS,22,3.47,64
2011-09-29,PAPER CHAIN KIT 50'S CHRISTMAS,96,2.78,0
2011-09-30,PAPER CHAIN KIT 50'S CHRISTMAS,78,2.74,0
2011-10-01,PAPER CHAIN KIT 50'S CHRISTMAS,0,2.74,0
2011-10-02,PAPER CHAIN KIT 50'S CHRISTMAS,20,2.95,0
2011-10-03,PAPER CHAIN KIT 50'S CHRISTMAS,70,3.11,0
2011-10-04,PAPER CHAIN KIT 50'S CHRISTMAS,743,2.66,0
2011-10-05,PAPER CHAIN KIT 50'S CHRISTMAS,45,2.95,0
2011-10-06,PAPER CHAIN KIT 50'S CHRISTMAS,60,3.04,0
2011-10-07,PAPER CHAIN KIT 50'S CHRISTMAS,33,3.71,0
2011-10-08,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.71,0
2011-10-09,PAPER CHAIN KIT 50'S CHRISTMAS,26,2.95,0
2011-10-10,PAPER CHAIN KIT 50'S CHRISTMAS,378,2.67,0
2011-10-11,PAPER CHAIN KIT 50'S CHRISTMAS,100,3.3,0
2011-10-12,PAPER CHAIN KIT 50'S CHRISTMAS,164,2.73,0
2011-10-13,PAPER CHAIN KIT 50'S CHRISTMAS,55,2.71,0
2011-10-14,PAPER CHAIN KIT 50'S CHRISTMAS,52,4.29,0
2011-10-15,PAPER CHAIN KIT 50'S CHRISTMAS,0,4.29,0
2011-10-16,PAPER CHAIN KIT 50'S CHRISTMAS,70,2.61,0
2011-10-17,PAPER CHAIN KIT 50'S CHRISTMAS,323,2.76,0
2011-10-18,PAPER CHAIN KIT 50'S CHRISTMAS,71,4.63,693
2011-10-19,PAPER CHAIN KIT 50'S CHRISTMAS,137,2.64,556
2011-10-20,PAPER CHAIN KIT 50'S CHRISTMAS,116,2.67,440
2011-10-21,PAPER CHAIN KIT 50'S CHRISTMAS,96,3.05,344
2011-10-22,PAPER CHAIN KIT 50'S CHRISTMAS,0,3.05,344
